date,realtime_start,realtime_end,value
1997-05-01,2018-10-13,2018-10-13,-0.0624219725343256
1997-06-01,2018-10-13,2018-10-13,0.124921923797629
1997-07-01,2018-10-13,2018-10-13,0.124766063630679
1997-08-01,2018-10-13,2018-10-13,0.186915887850478
1997-09-01,2018-10-13,2018-10-13,0.248756218905462
1997-10-01,2018-10-13,2018-10-13,0.248138957816381
1997-11-01,2018-10-13,2018-10-13,-0.0618811881188054
1997-12-01,2018-10-13,2018-10-13,-0.123839009287913
1998-01-01,2018-10-13,2018-10-13,0.18598884066954
1998-02-01,2018-10-13,2018-10-13,0.185643564356446
1998-03-01,2018-10-13,2018-10-13,0.185299567634323
1998-04-01,2018-10-13,2018-10-13,0.184956843403217
1998-05-01,2018-10-13,2018-10-13,0.184615384615395
1998-06-01,2018-10-13,2018-10-13,0.122850122850125
1998-07-01,2018-10-13,2018-10-13,0.122699386503055
1998-08-01,2018-10-13,2018-10-13,0.122549019607845
1998-09-01,2018-10-13,2018-10-13,0.122399020807821
1998-10-01,2018-10-13,2018-10-13,0.244498777506131
1998-11-01,2018-10-13,2018-10-13,0
1998-12-01,2018-10-13,2018-10-13,-0.060975609756106
1999-01-01,2018-10-13,2018-10-13,0.244051250762679
1999-02-01,2018-10-13,2018-10-13,0.12172854534387
1999-03-01,2018-10-13,2018-10-13,0.303951367781153
1999-04-01,2018-10-13,2018-10-13,0.727272727272725
1999-05-01,2018-10-13,2018-10-13,0
1999-06-01,2018-10-13,2018-10-13,0
1999-07-01,2018-10-13,2018-10-13,0.300842358604075
1999-08-01,2018-10-13,2018-10-13,0.239952009598099
1999-09-01,2018-10-13,2018-10-13,0.478755236385406
1999-10-01,2018-10-13,2018-10-13,0.178677784395455
1999-11-01,2018-10-13,2018-10-13,0.0594530321046456
1999-12-01,2018-10-13,2018-10-13,0
2000-01-01,2018-10-13,2018-10-13,0.297088532382662
2000-02-01,2018-10-13,2018-10-13,0.59241706161137
2000-03-01,2018-10-13,2018-10-13,0.824499411071834
2000-04-01,2018-10-13,2018-10-13,0.0584112149532791
2000-05-01,2018-10-13,2018-10-13,0.116754232340924
2000-06-01,2018-10-13,2018-10-13,0.524781341107888
2000-07-01,2018-10-13,2018-10-13,0.232018561484909
2000-08-01,2018-10-13,2018-10-13,0
2000-09-01,2018-10-13,2018-10-13,0.520833333333321
2000-10-01,2018-10-13,2018-10-13,0.172711571675312
2000-11-01,2018-10-13,2018-10-13,0.0574712643678101
2000-12-01,2018-10-13,2018-10-13,-0.0574382538770762
2001-01-01,2018-10-13,2018-10-13,0.632183908045967
2001-02-01,2018-10-13,2018-10-13,0.399771559109094
2001-03-01,2018-10-13,2018-10-13,0.227531285551753
2001-04-01,2018-10-13,2018-10-13,0.397275822928504
2001-05-01,2018-10-13,2018-10-13,0.452232899943451
2001-06-01,2018-10-13,2018-10-13,0.168823860438952
2001-07-01,2018-10-13,2018-10-13,-0.280898876404492
2001-08-01,2018-10-13,2018-10-13,0
2001-09-01,2018-10-13,2018-10-13,0.45070422535212
2001-10-01,2018-10-13,2018-10-13,-0.336511497476183
2001-11-01,2018-10-13,2018-10-13,-0.168823860438938
2001-12-01,2018-10-13,2018-10-13,-0.394588500563698
2002-01-01,2018-10-13,2018-10-13,0.22637238256933
2002-02-01,2018-10-13,2018-10-13,0.395256916996061
2002-03-01,2018-10-13,2018-10-13,0.56242969628796
2002-04-01,2018-10-13,2018-10-13,0.559284116331092
2002-05-01,2018-10-13,2018-10-13,0
2002-06-01,2018-10-13,2018-10-13,0.0556173526140232
2002-07-01,2018-10-13,2018-10-13,0.111172873818777
2002-08-01,2018-10-13,2018-10-13,0.333148250971675
2002-09-01,2018-10-13,2018-10-13,0.166021029330391
2002-10-01,2018-10-13,2018-10-13,0.165745856353601
2002-11-01,2018-10-13,2018-10-13,0
2002-12-01,2018-10-13,2018-10-13,-0.220628792057367
2003-01-01,2018-10-13,2018-10-13,0.442233278054168
2003-02-01,2018-10-13,2018-10-13,0.770500825536598
2003-03-01,2018-10-13,2018-10-13,0.600764609502994
2003-04-01,2018-10-13,2018-10-13,-0.217155266015191
2003-05-01,2018-10-13,2018-10-13,-0.16322089227422
2003-06-01,2018-10-13,2018-10-13,0.108991825613081
2003-07-01,2018-10-13,2018-10-13,0.108873162765393
2003-08-01,2018-10-13,2018-10-13,0.380641653072322
2003-09-01,2018-10-13,2018-10-13,0.325027085590445
2003-10-01,2018-10-13,2018-10-13,-0.107991360691133
2003-11-01,2018-10-13,2018-10-13,-0.270270270270268
2003-12-01,2018-10-13,2018-10-13,-0.108401084010829
2004-01-01,2018-10-13,2018-10-13,0.488334237655971
2004-02-01,2018-10-13,2018-10-13,0.539956803455733
2004-03-01,2018-10-13,2018-10-13,0.644468313641257
2004-04-01,2018-10-13,2018-10-13,0.320170757737452
2004-05-01,2018-10-13,2018-10-13,0.585106382978727
2004-06-01,2018-10-13,2018-10-13,0.317292437863557
2004-07-01,2018-10-13,2018-10-13,-0.158144438587239
2004-08-01,2018-10-13,2018-10-13,0.05279831045406
2004-09-01,2018-10-13,2018-10-13,0.211081794195254
2004-10-01,2018-10-13,2018-10-13,0.526592943654551
2004-11-01,2018-10-13,2018-10-13,0.0523834468308087
2004-12-01,2018-10-13,2018-10-13,-0.366492146596846
2005-01-01,2018-10-13,2018-10-13,0.2101944298476
2005-02-01,2018-10-13,2018-10-13,0.5768222338752
2005-03-01,2018-10-13,2018-10-13,0.782064650677784
2005-04-01,2018-10-13,2018-10-13,0.672529746508011
2005-05-01,2018-10-13,2018-10-13,-0.102774922918797
2005-06-01,2018-10-13,2018-10-13,0.0514403292181016
2005-07-01,2018-10-13,2018-10-13,0.462724935732649
2005-08-01,2018-10-13,2018-10-13,0.511770726714441
2005-09-01,2018-10-13,2018-10-13,1.22199592668024
2005-10-01,2018-10-13,2018-10-13,0.201207243460756
2005-11-01,2018-10-13,2018-10-13,-0.803212851405624
2005-12-01,2018-10-13,2018-10-13,-0.404858299595136
2006-01-01,2018-10-13,2018-10-13,0.762195121951226
2006-02-01,2018-10-13,2018-10-13,0.201714573877942
2006-03-01,2018-10-13,2018-10-13,0.553598389531973
2006-04-01,2018-10-13,2018-10-13,0.850850850850847
2006-05-01,2018-10-13,2018-10-13,0.496277915632751
2006-06-01,2018-10-13,2018-10-13,0.197530864197534
2006-07-01,2018-10-13,2018-10-13,0.29571217348448
2006-08-01,2018-10-13,2018-10-13,0.1965601965602
2006-09-01,2018-10-13,2018-10-13,-0.490436488474751
2006-10-01,2018-10-13,2018-10-13,-0.542138984721529
2006-11-01,2018-10-13,2018-10-13,-0.14866204162538
2006-12-01,2018-10-13,2018-10-13,0.148883374689835
2007-01-01,2018-10-13,2018-10-13,0.305252725470762
2007-02-01,2018-10-13,2018-10-13,0.535036755987665
2007-03-01,2018-10-13,2018-10-13,0.91056958510853
2007-04-01,2018-10-13,2018-10-13,0.649616268650898
2007-05-01,2018-10-13,2018-10-13,0.611071867470473
2007-06-01,2018-10-13,2018-10-13,0.193797517660564
2007-07-01,2018-10-13,2018-10-13,-0.0254377207802073
2007-08-01,2018-10-13,2018-10-13,-0.183390222708709
2007-09-01,2018-10-13,2018-10-13,0.275590740535897
2007-10-01,2018-10-13,2018-10-13,0.213919132812122
2007-11-01,2018-10-13,2018-10-13,0.593961787341576
2007-12-01,2018-10-13,2018-10-13,-0.067086312964781
2008-01-01,2018-10-13,2018-10-13,0.497057647260468
2008-02-01,2018-10-13,2018-10-13,0.290411218495342
2008-03-01,2018-10-13,2018-10-13,0.866821293098964
2008-04-01,2018-10-13,2018-10-13,0.60647783897196
2008-05-01,2018-10-13,2018-10-13,0.842088603175639
2008-06-01,2018-10-13,2018-10-13,1.0076996934894
2008-07-01,2018-10-13,2018-10-13,0.525101112812204
2008-08-01,2018-10-13,2018-10-13,-0.399156225564162
2008-09-01,2018-10-13,2018-10-13,-0.138301854066462
2008-10-01,2018-10-13,2018-10-13,-1.01013332845788
2008-11-01,2018-10-13,2018-10-13,-1.91528953285959
2008-12-01,2018-10-13,2018-10-13,-1.03424738142874
2009-01-01,2018-10-13,2018-10-13,0.435241737542104
2009-02-01,2018-10-13,2018-10-13,0.497293303590475
2009-03-01,2018-10-13,2018-10-13,0.24317484554154
2009-04-01,2018-10-13,2018-10-13,0.249636827778806
2009-05-01,2018-10-13,2018-10-13,0.288876383417745
2009-06-01,2018-10-13,2018-10-13,0.858989226395329
2009-07-01,2018-10-13,2018-10-13,-0.158558692215322
2009-08-01,2018-10-13,2018-10-13,0.224285004481048
2009-09-01,2018-10-13,2018-10-13,0.0625480693495918
2009-10-01,2018-10-13,2018-10-13,0.0963101185818436
2009-11-01,2018-10-13,2018-10-13,0.070775336876722
2009-12-01,2018-10-13,2018-10-13,-0.176119816946315
2010-01-01,2018-10-13,2018-10-13,0.341747357014846
2010-02-01,2018-10-13,2018-10-13,0.024920738207647
2010-03-01,2018-10-13,2018-10-13,0.410628353657109
2010-04-01,2018-10-13,2018-10-13,0.173688491069737
2010-05-01,2018-10-13,2018-10-13,0.0775197354237688
2010-06-01,2018-10-13,2018-10-13,-0.0976267084673802
2010-07-01,2018-10-13,2018-10-13,0.021104305737153
2010-08-01,2018-10-13,2018-10-13,0.138066427840795
2010-09-01,2018-10-13,2018-10-13,0.0581736230715801
2010-10-01,2018-10-13,2018-10-13,0.124519888847688
2010-11-01,2018-10-13,2018-10-13,0.0420646423819429
2010-12-01,2018-10-13,2018-10-13,0.171844078920307
2011-01-01,2018-10-13,2018-10-13,0.476323005397414
2011-02-01,2018-10-13,2018-10-13,0.493136502545169
2011-03-01,2018-10-13,2018-10-13,0.975107203050943
2011-04-01,2018-10-13,2018-10-13,0.6439429535457
2011-05-01,2018-10-13,2018-10-13,0.470418752723352
2011-06-01,2018-10-13,2018-10-13,-0.107096705669921
2011-07-01,2018-10-13,2018-10-13,0.0886045666793574
2011-08-01,2018-10-13,2018-10-13,0.27575889023646
2011-09-01,2018-10-13,2018-10-13,0.151846211569455
2011-10-01,2018-10-13,2018-10-13,-0.206268263335846
2011-11-01,2018-10-13,2018-10-13,-0.0843561330441887
2011-12-01,2018-10-13,2018-10-13,-0.246651637713825
2012-01-01,2018-10-13,2018-10-13,0.440019142826736
2012-02-01,2018-10-13,2018-10-13,0.440297355127649
2012-03-01,2018-10-13,2018-10-13,0.759455862393082
2012-04-01,2018-10-13,2018-10-13,0.302102950408028
2012-05-01,2018-10-13,2018-10-13,-0.117347936632113
2012-06-01,2018-10-13,2018-10-13,-0.146639688445046
2012-07-01,2018-10-13,2018-10-13,-0.162978586182551
2012-08-01,2018-10-13,2018-10-13,0.556515818143715
2012-09-01,2018-10-13,2018-10-13,0.446221226761124
2012-10-01,2018-10-13,2018-10-13,-0.0388925140553288
2012-11-01,2018-10-13,2018-10-13,-0.47380866948818
2012-12-01,2018-10-13,2018-10-13,-0.269306449020738
2013-01-01,2018-10-13,2018-10-13,0.295730419292599
2013-02-01,2018-10-13,2018-10-13,0.819002952926877
2013-03-01,2018-10-13,2018-10-13,0.261450858437488
2013-04-01,2018-10-13,2018-10-13,-0.103963947708703
2013-05-01,2018-10-13,2018-10-13,0.178040777358714
2013-06-01,2018-10-13,2018-10-13,0.239970808559966
2013-07-01,2018-10-13,2018-10-13,0.0393997533232919
2013-08-01,2018-10-13,2018-10-13,0.12029315570472
2013-09-01,2018-10-13,2018-10-13,0.116300448526342
2013-10-01,2018-10-13,2018-10-13,-0.257528325980452
2013-11-01,2018-10-13,2018-10-13,-0.204242419052335
2013-12-01,2018-10-13,2018-10-13,-0.00858114978825924
2014-01-01,2018-10-13,2018-10-13,0.37202476732361
2014-02-01,2018-10-13,2018-10-13,0.369790865096849
2014-03-01,2018-10-13,2018-10-13,0.644004412622834
2014-04-01,2018-10-13,2018-10-13,0.329675445315769
2014-05-01,2018-10-13,2018-10-13,0.349260984004872
2014-06-01,2018-10-13,2018-10-13,0.18621269440941
2014-07-01,2018-10-13,2018-10-13,-0.0390193964160884
2014-08-01,2018-10-13,2018-10-13,-0.167051416579224
2014-09-01,2018-10-13,2018-10-13,0.0752568824310929
2014-10-01,2018-10-13,2018-10-13,-0.251227781255375
2014-11-01,2018-10-13,2018-10-13,-0.539941794106134
2014-12-01,2018-10-13,2018-10-13,-0.567010091001088
2015-01-01,2018-10-13,2018-10-13,-0.470589237347332
2015-02-01,2018-10-13,2018-10-13,0.434304492377209
2015-03-01,2018-10-13,2018-10-13,0.595172161109746
2015-04-01,2018-10-13,2018-10-13,0.203287325458772
2015-05-01,2018-10-13,2018-10-13,0.509723202549455
2015-06-01,2018-10-13,2018-10-13,0.350286999852808
2015-07-01,2018-10-13,2018-10-13,0.00670471592958249
2015-08-01,2018-10-13,2018-10-13,-0.141627628281951
2015-09-01,2018-10-13,2018-10-13,-0.155675657530343
2015-10-01,2018-10-13,2018-10-13,-0.0449683750446454
2015-11-01,2018-10-13,2018-10-13,-0.211068037908156
2015-12-01,2018-10-13,2018-10-13,-0.341709643711875
2016-01-01,2018-10-13,2018-10-13,0.165310220906885
2016-02-01,2018-10-13,2018-10-13,0.0823076533454861
2016-03-01,2018-10-13,2018-10-13,0.430600014339283
2016-04-01,2018-10-13,2018-10-13,0.474106797910393
2016-05-01,2018-10-13,2018-10-13,0.404579099811509
2016-06-01,2018-10-13,2018-10-13,0.32843661672821
2016-07-01,2018-10-13,2018-10-13,-0.161813640474999
2016-08-01,2018-10-13,2018-10-13,0.0918430107884384
2016-09-01,2018-10-13,2018-10-13,0.240399586462892
2016-10-01,2018-10-13,2018-10-13,0.124674851301441
2016-11-01,2018-10-13,2018-10-13,-0.155546086733511
2016-12-01,2018-10-13,2018-10-13,0.0327321392317533
2017-01-01,2018-10-13,2018-10-13,0.582772789025478
2017-02-01,2018-10-13,2018-10-13,0.314611738641662
2017-03-01,2018-10-13,2018-10-13,0.0812797871947086
2017-04-01,2018-10-13,2018-10-13,0.296553336532686
2017-05-01,2018-10-13,2018-10-13,0.0854721826896238
2017-06-01,2018-10-13,2018-10-13,0.0907111014861217
2017-07-01,2018-10-13,2018-10-13,-0.068992263885215
2017-08-01,2018-10-13,2018-10-13,0.299445229710861
2017-09-01,2018-10-13,2018-10-13,0.52949058932301
2017-10-01,2018-10-13,2018-10-13,-0.0632042103727532
2017-11-01,2018-10-13,2018-10-13,0.00243246859073533
2017-12-01,2018-10-13,2018-10-13,-0.0587832277262328
2018-01-01,2018-10-13,2018-10-13,0.544774545277554
2018-02-01,2018-10-13,2018-10-13,0.453468997486551
2018-03-01,2018-10-13,2018-10-13,0.226112590414904
2018-04-01,2018-10-13,2018-10-13,0.397509156334891
2018-05-01,2018-10-13,2018-10-13,0.415891692543502
2018-06-01,2018-10-13,2018-10-13,0.159387570154373
2018-07-01,2018-10-13,2018-10-13,0.00674632622853187
